15:03:41.935 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Setting uncaught exception handler org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@16414e40
15:17:52.476 [Worker:asterix_nc1] INFO  org.apache.asterix.messaging.NCMessageBroker - Received message: ResourceIdRequestResponseMessage
16:31:00.151 [ShutdownWatchdog] INFO  org.apache.hyracks.util.ExitUtil - starting shutdown watchdog- system will halt if shutdown is not completed within 600 seconds
16:31:00.151 [JVM exit thread] WARN  org.apache.hyracks.util.ExitUtil - JVM exiting with status 0; bye!
java.lang.Throwable: exit callstack
	at org.apache.hyracks.util.ExitUtil.exit(ExitUtil.java:89) ~[hyracks-util-0.3.6.jar:0.3.6]
	at org.apache.hyracks.control.nc.task.ShutdownTask.run(ShutdownTask.java:36) ~[hyracks-control-nc-0.3.6.jar:0.3.6]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:539) ~[?:?]
	at java.util.concurrent.FutureTask.run(FutureTask.java:264) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635) ~[?:?]
	at java.lang.Thread.run(Thread.java:833) ~[?:?]
16:31:00.198 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.control.common.ControllerShutdownHook - Shutdown hook called
16:31:00.200 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.control.nc.NodeControllerService - Stopping NodeControllerService
16:31:00.200 [ShutdownHook-asterix_nc1] WARN  org.apache.asterix.active.ActiveManager - Shutting down ActiveManager on node asterix_nc1
16:31:00.218 [ShutdownHook-asterix_nc1] WARN  org.apache.asterix.active.ActiveManager - Shutdown ActiveManager on node asterix_nc1 complete
16:31:00.226 [Executor-5:asterix_nc1] WARN  org.apache.hyracks.control.nc.result.ResultPartitionManager - Result cleaner thread interrupted, shutting down.
16:31:00.227 [ShutdownHook-asterix_nc1] INFO  org.apache.asterix.hyracks.bootstrap.NCApplication - Stopping Asterix node controller: asterix_nc1
16:31:02.551 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Attempting to stop org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@3549bca9
16:31:02.552 [ShutdownHook-asterix_nc1] ERROR org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Stopping instance
16:31:02.552 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Stopping component instance org.apache.asterix.external.library.ExternalLibraryManager; dump state: false, dump path: null
16:31:02.552 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Stopping component instance org.apache.asterix.transaction.management.service.recovery.CheckpointManager; dump state: false, dump path: null
16:31:02.553 [Checkpoint Thread (47)] INFO  org.apache.asterix.transaction.management.service.recovery.CheckpointThread - Checkpoint thread interrupted
java.lang.InterruptedException: sleep interrupted
	at java.lang.Thread.sleep(Native Method) ~[?:?]
	at org.apache.asterix.transaction.management.service.recovery.CheckpointThread.run(CheckpointThread.java:59) [asterix-transactions-0.9.6.jar:0.9.6]
16:31:02.553 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Stopping component instance org.apache.asterix.transaction.management.service.locking.ConcurrentLockManager; dump state: false, dump path: null
16:31:02.553 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Stopping component instance org.apache.asterix.transaction.management.service.transaction.TransactionManager; dump state: false, dump path: null
16:31:02.553 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - Stopping component instance org.apache.asterix.common.context.DatasetLifecycleManager; dump state: false, dump path: null
16:31:02.563 [Executor-23:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [2,2] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":1, "current-memory-component":1}
16:31:02.605 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. STARTED
16:31:02.605 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the disk components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:02.606 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deallocating memory components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:02.613 [ShutdownHook-asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Unregistered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1} to the global VBC
16:31:02.618 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. COMPLETED
16:31:02.621 [Executor-23:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [2,2] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":1, "current-memory-component":1}
16:31:02.778 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. STARTED
16:31:02.778 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the disk components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:02.779 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deallocating memory components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:02.781 [ShutdownHook-asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Unregistered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1} to the global VBC
16:31:02.786 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. COMPLETED
16:31:02.802 [Executor-23:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [2,2] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":1, "current-memory-component":1}
16:31:02.819 [TCPEndpoint IO Thread [/127.0.0.1:61421]] ERROR org.apache.hyracks.net.protocols.tcp.TCPEndpoint - Unexpected tcp io error in connection TCPConnection[Remote Address: /127.0.0.1:61420 Local Address: /127.0.0.1:61421]
java.net.SocketException: Connection reset
	at sun.nio.ch.SocketChannelImpl.throwConnectionReset(SocketChannelImpl.java:394) ~[?:?]
	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:426) ~[?:?]
	at org.apache.hyracks.ipc.sockets.PlainSocketChannel.read(PlainSocketChannel.java:47) ~[hyracks-ipc-0.3.6.jar:0.3.6]
	at org.apache.hyracks.net.protocols.muxdemux.MultiplexedConnection.driveReaderStateMachine(MultiplexedConnection.java:358) ~[hyracks-net-0.3.6.jar:0.3.6]
	at org.apache.hyracks.net.protocols.muxdemux.MultiplexedConnection.notifyIOReady(MultiplexedConnection.java:119) ~[hyracks-net-0.3.6.jar:0.3.6]
	at org.apache.hyracks.net.protocols.tcp.TCPEndpoint$IOThread.run(TCPEndpoint.java:199) [hyracks-net-0.3.6.jar:0.3.6]
16:31:02.821 [TCPEndpoint IO Thread [/127.0.0.1:61421]] ERROR org.apache.hyracks.net.protocols.tcp.TCPEndpoint - Unexpected tcp io error in connection TCPConnection[Remote Address: /127.0.0.1:59646 Local Address: /127.0.0.1:61421]
java.net.SocketException: Connection reset
	at sun.nio.ch.SocketChannelImpl.throwConnectionReset(SocketChannelImpl.java:394) ~[?:?]
	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:426) ~[?:?]
	at org.apache.hyracks.ipc.sockets.PlainSocketChannel.read(PlainSocketChannel.java:47) ~[hyracks-ipc-0.3.6.jar:0.3.6]
	at org.apache.hyracks.net.protocols.muxdemux.MultiplexedConnection.driveReaderStateMachine(MultiplexedConnection.java:358) ~[hyracks-net-0.3.6.jar:0.3.6]
	at org.apache.hyracks.net.protocols.muxdemux.MultiplexedConnection.notifyIOReady(MultiplexedConnection.java:119) ~[hyracks-net-0.3.6.jar:0.3.6]
	at org.apache.hyracks.net.protocols.tcp.TCPEndpoint$IOThread.run(TCPEndpoint.java:199) [hyracks-net-0.3.6.jar:0.3.6]
16:31:02.847 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. STARTED
16:31:02.848 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the disk components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:02.863 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deallocating memory components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:02.865 [ShutdownHook-asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Unregistered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1} to the global VBC
16:31:02.866 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. COMPLETED
16:31:02.931 [Executor-23:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [2,2] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":1, "current-memory-component":1}
16:31:03.136 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. STARTED
16:31:03.137 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the disk components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:03.137 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deallocating memory components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}
16:31:03.140 [ShutdownHook-asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Unregistered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1} to the global VBC
16:31:03.142 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 2, "num-scheduled-flushes":0, "current-memory-component":1}. COMPLETED
16:31:03.177 [ShutdownHook-asterix_nc1] INFO  org.apache.asterix.common.context.PrimaryIndexOperationTracker - Primary index on dataset 5 and partition 0 is empty... skipping flush
16:31:03.228 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Node\0\Node", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":0, "current-memory-component":0}. STARTED
16:31:03.229 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the disk components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Node\0\Node", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":0, "current-memory-component":0}
16:31:03.229 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deallocating memory components of: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Node\0\Node", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":0, "current-memory-component":0}
16:31:03.229 [ShutdownHook-asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Deactivating the index: {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Node\0\Node", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":0, "current-memory-component":0}. COMPLETED
16:31:03.251 [Executor-23:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [2,2] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Nodegroup\0\Nodegroup", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[2,2]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 1, "num-scheduled-flushes":1, "current-memory-component":1}
